1.506233054006225700e+02 1.007902278851539002e+01 7.629425974477804573e+00 1.289295008238682816e-01 1.000000000000000000e+00 7.899243592368864597e+01 8.304837810215305538e+00
1.501266206262909009e+02 1.009432850473844745e+01 7.569954857235047463e+00 1.355042172020482216e-01 1.000000000000000000e+00 7.820383770386794708e+01 8.689170743456550383e+00
1.496232207401475307e+02 1.010556960315229524e+01 7.512873847699135688e+00 1.417876431566929829e-01 1.000000000000000000e+00 7.783700895961743527e+01 9.704001637425768934e+00
1.491164838800058021e+02 1.010866405139456248e+01 7.458269447201897329e+00 1.476869376782274923e-01 1.000000000000000000e+00 7.762322346781459714e+01 1.089616117249794769e+01
1.486058421870837378e+02 1.010601733990125517e+01 7.406133305381158216e+00 1.532649011767738823e-01 1.000000000000000000e+00 7.774358341626845004e+01 1.097602447684736227e+01
1.480905449001593581e+02 1.010246274285667667e+01 7.356585143823594741e+00 1.587415248243401744e-01 1.000000000000000000e+00 7.796427540464664219e+01 1.069459372059217017e+01
1.475727429586150379e+02 1.009649882223974870e+01 7.309767510583863093e+00 1.642054844865440677e-01 1.000000000000000000e+00 7.825626861393254785e+01 9.109502500951251136e+00
1.470539904180384667e+02 1.008705062206260195e+01 7.265807087022873034e+00 1.696935276534995429e-01 1.000000000000000000e+00 7.856493932817085124e+01 7.269725478095255156e+00
1.465351073771870460e+02 1.007381024216075005e+01 7.224817166548255010e+00 1.751975017171050752e-01 1.000000000000000000e+00 7.912756189239890148e+01 7.130405122170850873e+00
1.460161799779877470e+02 1.005723683819307546e+01 7.186897654614363695e+00 1.806643539710438007e-01 1.000000000000000000e+00 7.971971578852246409e+01 7.271835859714791184e+00
1.454965604055371102e+02 1.003855662164184004e+01 7.152135068722275335e+00 1.859961316107833496e-01 1.000000000000000000e+00 8.019358931508094201e+01 8.188607680515378462e+00
1.449748668881013884e+02 1.001976285981267800e+01 7.120602538419788630e+00 1.910499817335759853e-01 1.000000000000000000e+00 8.063309848131632407e+01 9.091165637559845081e+00
1.444513754392299631e+02 1.000265818957668351e+01 7.092375985621274914e+00 1.956542979938442617e-01 1.000000000000000000e+00 8.027484147915285462e+01 1.039726888918056602e+01
1.439311686439509401e+02 9.985231442334693952e+00 7.067303345043186802e+00 1.998276973617909569e-01 1.000000000000000000e+00 8.000287498872350511e+01 1.168990052421825077e+01
1.434119417873940847e+02 9.966193466314180682e+00 7.044947430003807298e+00 2.037285598751329418e-01 1.000000000000000000e+00 8.025236829574610908e+01 1.231988078125528396e+01
1.428913405856219470e+02 9.944619828891722690e+00 7.024953485069018733e+00 2.074904957321838939e-01 1.000000000000000000e+00 8.051192751228811062e+01 1.246484144215590284e+01
1.423676227877863880e+02 9.919786045242751982e+00 7.007065379363235813e+00 2.112184771415341611e-01 1.000000000000000000e+00 8.082536009619221318e+01 1.043774160723826050e+01
1.418396581761288360e+02 9.891167578341560684e+00 6.991125606569404738e+00 2.149888383220509847e-01 1.000000000000000000e+00 8.090673717749567118e+01 8.834485894504283010e+00
1.413069285659800300e+02 9.858439838961288615e+00 6.977075284929002308e+00 2.188492755028783598e-01 1.000000000000000000e+00 8.049455269359154386e+01 7.915801889791364232e+00
1.407695278057601911e+02 9.821478185673930383e+00 6.964954157242036814e+00 2.228188469234370361e-01 1.000000000000000000e+00 8.027078977864942999e+01 7.765513409887375040e+00
1.402281617769790216e+02 9.780357924850337170e+00 6.954900590867050703e+00 2.268879728334246559e-01 1.000000000000000000e+00 8.028048971684684432e+01 8.606492138191148555e+00
1.396841483942355637e+02 9.735354310660213173e+00 6.947151577721113469e+00 2.310184354928155048e-01 1.000000000000000000e+00 8.022683651151086792e+01 8.654532495127451597e+00
1.391394176052183411e+02 9.686942545072112054e+00 6.942042734279828764e+00 2.351433791718608168e-01 1.000000000000000000e+00 8.014904627252283831e+01 8.293737125421555945e+00
1.385965113907053308e+02 9.635797777853447599e+00 6.940008301577331729e+00 2.391673101510885247e-01 1.000000000000000000e+00 7.999388431046916992e+01 8.938963775484216612e+00
1.380585837645638492e+02 9.582795106570484833e+00 6.941581145206288106e+00 2.429660967213033707e-01 1.000000000000000000e+00 7.980773017549660153e+01 9.849506292846049504e+00
1.375289155076866052e+02 9.529086785158369821e+00 6.947316354186731324e+00 2.464058753057742079e-01 1.000000000000000000e+00 7.978592094864545459e+01 1.021523257875084134e+01
1.369989900952407140e+02 9.477035004737441426e+00 6.955974028745677273e+00 2.498020921581801945e-01 1.000000000000000000e+00 7.969820536971309366e+01 1.061100705005073586e+01
1.364644872245269482e+02 9.426170177135199779e+00 6.967108475446905480e+00 2.532927780206106760e-01 1.000000000000000000e+00 7.960661523199748046e+01 9.411997890176635906e+00
1.359257395141747793e+02 9.375185903271372467e+00 6.980982737498729662e+00 2.568389572959151046e-01 1.000000000000000000e+00 7.955032952878552521e+01 8.497710317396068191e+00
1.353831183961091256e+02 9.323038407613628564e+00 6.997816782039526728e+00 2.604070846393145566e-01 1.000000000000000000e+00 7.975908326179045105e+01 8.537803621129604892e+00
1.348370341155503525e+02 9.268946538177575079e+00 7.017787500137736778e+00 2.639690449584014553e-01 1.000000000000000000e+00 7.985832578462708398e+01 8.907285094015396254e+00
1.342879357310142154e+02 9.212391766526756953e+00 7.041028706791862213e+00 2.675021534131399870e-01 1.000000000000000000e+00 7.970838731453764581e+01 1.033309877079301309e+01
1.337363111143119454e+02 9.153118187772658843e+00 7.067631140930469513e+00 2.709891554158658789e-01 1.000000000000000000e+00 7.971916108787920052e+01 1.070133157136887547e+01
1.331826869505501918e+02 9.091132520574708664e+00 7.097642465412188351e+00 2.744182266312861773e-01 1.000000000000000000e+00 7.999452649575734142e+01 9.996101811657041480e+00
1.326276287381310226e+02 9.026704107140268718e+00 7.131067267025713363e+00 2.777829729764797473e-01 1.000000000000000000e+00 8.044630687877743469e+01 9.666878134862560756e+00
1.320717407887520096e+02 8.960364913224644567e+00 7.167867056489799715e+00 2.810824306208968837e-01 1.000000000000000000e+00 8.099316869546709086e+01 9.909714989224855941e+00
