0.000000000000000000e+00 1.354463708781329387e+02 1.151637470643573913e+01 5.818692580130166547e+00 1.307288694982250699e-01 9.999999999897566383e-01 7.916966604764307647e+01 1.042953389683192711e+01
2.101141970766379472e+03 1.353326141165860861e+02 1.149932970072025817e+01 5.800592822145727467e+00 1.333164820768032166e-01 9.999999999852782206e-01 7.920501241346335064e+01 1.031795473602565849e+01
2.321086917658072846e-01 1.354463583116650511e+02 1.151637282351015301e+01 5.818690580688336667e+00 1.307291553462918698e-01 9.999999999897563052e-01 7.916966991031904399e+01 1.042952155515174795e+01
3.481630376487109269e-01 1.354463520284545837e+02 1.151637188203404705e+01 5.818689580974088393e+00 1.307292982699101436e-01 9.999999999897560832e-01 7.916967184164801097e+01 1.042951538423192481e+01
9.284347670632291383e-01 1.354463206124282806e+02 1.151636717463873261e+01 5.818684582410257100e+00 1.307300128875403811e-01 9.999999999897549730e-01 7.916968149831367896e+01 1.042948452955392469e+01
1.031594185625810178e+00 1.354463150273705878e+02 1.151636633776071328e+01 5.818683693780564603e+00 1.307301399304332534e-01 9.999999999897548619e-01 7.916968321505305539e+01 1.042947904423273897e+01
1.160543458829036423e+00 1.354463080460542699e+02 1.151636529165990019e+01 5.818682582995095665e+00 1.307302987339467870e-01 9.999999999897546399e-01 7.916968536097672882e+01 1.042947218756209260e+01
1.160543458829036423e+00 1.354463080460542699e+02 1.151636529165990019e+01 5.818682582995095665e+00 1.307302987339467593e-01 9.999999999897546399e-01 7.916968536097672882e+01 1.042947218756209260e+01
3.481630376487109046e+00 1.354461823824184421e+02 1.151634646181240740e+01 5.818662588873111829e+00 1.307331571961656003e-01 9.999999999897504210e-01 7.916972398806149158e+01 1.042934876744416250e+01
4.642173835316145691e+00 1.354461195529473230e+02 1.151633704555750803e+01 5.818652592478842145e+00 1.307345863857653778e-01 9.999999999897484226e-01 7.916974330070078736e+01 1.042928704941283691e+01
1.044489112946132714e+01 1.354458054081989360e+02 1.151628996280434158e+01 5.818602611248202550e+00 1.307417322876783805e-01 9.999999999897379865e-01 7.916983986598523870e+01 1.042897845136896073e+01
1.147648531508713710e+01 1.354457495616083236e+02 1.151628159176328481e+01 5.818593726083684636e+00 1.307430026461309236e-01 9.999999999897362102e-01 7.916985703302647437e+01 1.042892358498674277e+01
1.276597804711940043e+01 1.354456797539498325e+02 1.151627112763278049e+01 5.818582619792953103e+00 1.307445905839075828e-01 9.999999999897338787e-01 7.916987849177654368e+01 1.042885500009185051e+01
1.276597804711940043e+01 1.354456797539502020e+02 1.151627112763224758e+01 5.818582619793242650e+00 1.307445905838648670e-01 9.999999999897338787e-01 7.916987849177624526e+01 1.042885500008903499e+01
3.597684722370013333e+01 1.354444232218911282e+02 1.151608276999738045e+01 5.818382708205976250e+00 1.307731733614403702e-01 9.999999999896923564e-01 7.917026479513748427e+01 1.042762046743641768e+01
4.758228181199049800e+01 1.354437951905190118e+02 1.151598845807557225e+01 5.818282819097867709e+00 1.307874606008065932e-01 9.999999999896714842e-01 7.917045785657361989e+01 1.042700240407583223e+01
1.056094547534423214e+02 1.354406552940276072e+02 1.151551675096811422e+01 5.817783447557782317e+00 1.308588922229815543e-01 9.999999999895666791e-01 7.917142337330591317e+01 1.042391130278059919e+01
1.159253966097004138e+02 1.354400972263972278e+02 1.151543281490779158e+01 5.817694708998030428e+00 1.308715887976622250e-01 9.999999999895479164e-01 7.917159500903868263e+01 1.042336132539246485e+01
1.288203239300230507e+02 1.354393997001169510e+02 1.151532786146395715e+01 5.817583802557432904e+00 1.308874584517293327e-01 9.999999999895244907e-01 7.917180954839724905e+01 1.042267365989640737e+01
1.288203239300230507e+02 1.354393997004702328e+02 1.151532786093170202e+01 5.817583802846881369e+00 1.308874584089754212e-01 9.999999999895244907e-01 7.917180954810518756e+01 1.042267365709002824e+01
3.609290156958303442e+02 1.354268448059776233e+02 1.151343837130011849e+01 5.815587651239598976e+00 1.311731020250415936e-01 9.999999999890931690e-01 7.917567585470887082e+01 1.041029531866822921e+01
4.769833615787339340e+02 1.354205908012369548e+02 1.151248032710613423e+01 5.814596257277657720e+00 1.313155104302872467e-01 9.999999999888705693e-01 7.917760004771028548e+01 1.040402665039717611e+01
1.057255090993252225e+03 1.353893464613139486e+02 1.150767572567144548e+01 5.809646616758309179e+00 1.320271289208211352e-01 9.999999999876899581e-01 7.918724271691887395e+01 1.037260909874661508e+01
1.160414509555833092e+03 1.353838052555334173e+02 1.150681423717816720e+01 5.808770383234194590e+00 1.321534315256961134e-01 9.999999999874675805e-01 7.918895615331686599e+01 1.036698144010729550e+01
1.289363782759059404e+03 1.353768848529753086e+02 1.150573358876259533e+01 5.807677035902400142e+00 1.323111678754408660e-01 9.999999999871839185e-01 7.919109726210166400e+01 1.035992544261591775e+01
1.289363782759059404e+03 1.353768852053140677e+02 1.150573305527950296e+01 5.807677327260100775e+00 1.323111249447109783e-01 9.999999999871839185e-01 7.919109697585942342e+01 1.035992263393436730e+01
3.610450700417131884e+03 1.352523749837190792e+02 1.148624955810452519e+01 5.788013247066285949e+00 1.351494459571694895e-01 9.999999999808981688e-01 7.923010870160582897e+01 1.023300268740032237e+01
4.770994159246168238e+03 1.351924399731094297e+02 1.147518908069281274e+01 5.778862772095848754e+00 1.365287921322285436e-01 9.999999999765788461e-01 7.924878106028353386e+01 1.016501552916834328e+01
1.057371145339135001e+04 1.348950899060437507e+02 1.141882886396905761e+01 5.733768833359261130e+00 1.434109066117000286e-01 9.999999999268980311e-01 7.926536791717235531e+01 9.740194204553761281e+00
1.160530563901715868e+04 1.348426816745301551e+02 1.140727032181789724e+01 5.725978098476009137e+00 1.446254717504724674e-01 9.999999999061720546e-01 7.924247019090394417e+01 9.632541220946986726e+00
1.289479837104942271e+04 1.347792048108398149e+02 1.139412092978755098e+01 5.716675471073140002e+00 1.461240494679338642e-01 9.999999998726613049e-01 7.921485342173406252e+01 9.506548693315954424e+00
1.289479837104942271e+04 1.347808330543827822e+02 1.139588233837920939e+01 5.716936725666948327e+00 1.461145780298446772e-01 9.999999998734722118e-01 7.921590305265483778e+01 9.515254834591727828e+00
2.166722208916797535e+04 1.343522806380492796e+02 1.130731469673548695e+01 5.654121254144630626e+00 1.563236074350380922e-01 9.999999990406293060e-01 7.902723501405492357e+01 8.747066904443267177e+00
2.605343394822725531e+04 1.341786103337819611e+02 1.125739826511566655e+01 5.633121856924909743e+00 1.611372639413049257e-01 9.999999975075846148e-01 7.894583091507917061e+01 8.410232548492645677e+00
