0.000000000000000000e+00 1.506233054006225700e+02 1.007902278851539002e+01 7.629425974477804573e+00 1.289295008238682816e-01 1.000000000000000000e+00 7.899243592368864597e+01 8.304837810215305538e+00
1.375901763492244299e+03 1.504351689258031968e+02 1.008512589436003815e+01 7.606250328984036635e+00 1.314863983717455553e-01 1.000000000000000000e+00 7.869270135726964099e+01 8.443762001779367310e+00
2.132649321621130079e-01 1.506232762394472502e+02 1.007902373449750044e+01 7.629422382250077739e+00 1.289298971432833452e-01 1.000000000000000000e+00 7.899238940934763775e+01 8.304858733276072158e+00
3.198973982431694840e-01 1.506232616588264932e+02 1.007902420748080097e+01 7.629420586145537087e+00 1.289300953020198481e-01 1.000000000000000000e+00 7.899236615214483948e+01 8.304869194909219487e+00
8.530597286484520314e-01 1.506231887556858169e+02 1.007902657238868827e+01 7.629411605633194426e+00 1.289310860946234483e-01 1.000000000000000000e+00 7.899224986615210753e+01 8.304921503822949802e+00
9.478441429427243436e-01 1.506231757951082102e+02 1.007902699281224734e+01 7.629410009103088086e+00 1.289312622349660098e-01 1.000000000000000000e+00 7.899222919307543123e+01 8.304930803328103295e+00
1.066324660810564984e+00 1.506231595943780235e+02 1.007902751833977995e+01 7.629408013442758651e+00 1.289314824101544243e-01 1.000000000000000000e+00 7.899220335172478258e+01 8.304942427770130919e+00
1.066324660810564984e+00 1.506231595943780235e+02 1.007902751833977995e+01 7.629408013442759540e+00 1.289314824101543966e-01 1.000000000000000000e+00 7.899220335172478258e+01 8.304942427770130919e+00
3.198973982431694729e+00 1.506228679811530071e+02 1.007903697781623364e+01 7.629372091579845083e+00 1.289354455611481098e-01 1.000000000000000000e+00 7.899173820822481673e+01 8.305151677837391944e+00
4.265298643242259935e+00 1.506227221712288156e+02 1.007904170677891642e+01 7.629354131580691423e+00 1.289374270395398925e-01 1.000000000000000000e+00 7.899150563324241148e+01 8.305256313148870362e+00
9.596921947295085076e+00 1.506219931179286107e+02 1.007906535073005649e+01 7.629264332620524058e+00 1.289473343236109681e-01 1.000000000000000000e+00 7.899034276046963043e+01 8.305779564485371580e+00
1.054476609023780931e+01 1.506218635065266653e+02 1.007906955364799018e+01 7.629248368902806554e+00 1.289490955620985757e-01 1.000000000000000000e+00 7.899013602640160059e+01 8.305872601213685869e+00
1.172957126891621549e+01 1.506217014914571735e+02 1.007907480710368731e+01 7.629228414486397547e+00 1.289512970861971530e-01 1.000000000000000000e+00 7.898987760833799143e+01 8.305988903180150373e+00
1.172957126891621549e+01 1.506217014914576851e+02 1.007907480710356118e+01 7.629228414486946441e+00 1.289512970861639574e-01 1.000000000000000000e+00 7.898987760833897198e+01 8.305988903179480687e+00
3.305606448512752138e+01 1.506187852120299056e+02 1.007916936739024294e+01 7.628869237292732031e+00 1.289909242802032285e-01 1.000000000000000000e+00 7.898522616432474308e+01 8.308083349362119563e+00
4.371931109323316633e+01 1.506173267412448240e+02 1.007921656987679526e+01 7.628689741933552426e+00 1.290107281645053172e-01 1.000000000000000000e+00 7.898290011925504928e+01 8.309131599339350416e+00
9.703554413376143373e+01 1.506100340197341154e+02 1.007945249546316546e+01 7.627792368445957649e+00 1.291097368006735580e-01 1.000000000000000000e+00 7.897127010803677649e+01 8.314380317133803544e+00
1.065139855631886689e+02 1.506087373431436163e+02 1.007949439253612667e+01 7.627632889233533220e+00 1.291273327066733700e-01 1.000000000000000000e+00 7.896920243707045017e+01 8.315314846976207264e+00
1.183620373499727236e+02 1.506071164162663649e+02 1.007954674447504040e+01 7.627433563778518000e+00 1.291493251565608569e-01 1.000000000000000000e+00 7.896661780153785060e+01 8.316483612727298080e+00
1.183620373499727236e+02 1.506071164167920244e+02 1.007954674434906828e+01 7.627433564327700033e+00 1.291493251233322703e-01 1.000000000000000000e+00 7.896661780254898133e+01 8.316483612037773199e+00
3.316269695120857932e+02 1.505779389157335970e+02 1.008048888656811570e+01 7.623845935525077167e+00 1.295451652697111600e-01 1.000000000000000000e+00 7.892010244913628014e+01 8.337622175366412591e+00
