1.354463708781329387e+02 1.151637470643573913e+01 5.818692580130166547e+00 1.307288694982250699e-01 9.999999999897566383e-01 7.916966604764307647e+01 1.042953389683192711e+01
1.352539618354656739e+02 1.148576108437335641e+01 5.788398460592166117e+00 1.351193539623114226e-01 9.999999999808844020e-01 7.922940147598643534e+01 1.023005276659929130e+01
1.350665063070563576e+02 1.145243662702220178e+01 5.759556693660002225e+00 1.394290132121956960e-01 9.999999999644137993e-01 7.928897829242478679e+01 1.002589378662327135e+01
1.348842364815308201e+02 1.141699778410449007e+01 5.732185491914671083e+00 1.436702771962065084e-01 9.999999999229806091e-01 7.926076250494188002e+01 9.719306358408330127e+00
1.347078594888153873e+02 1.138062050553849325e+01 5.706290568108975059e+00 1.478634948734096066e-01 9.999999998198747519e-01 7.918401788285291332e+01 9.370150812907340310e+00
1.345377612428403609e+02 1.134354059073787191e+01 5.681903161293701210e+00 1.520219046888800218e-01 9.999999995853144918e-01 7.910885656346962946e+01 9.044005245432366280e+00
1.343736935874375149e+02 1.130552842187804075e+01 5.659045387350349898e+00 1.561416996979080041e-01 9.999999990626312618e-01 7.903513977662481693e+01 8.742939401179103953e+00
1.342154173726507906e+02 1.126644462036815497e+01 5.637736945297244340e+00 1.602187315237318943e-01 9.999999979269463823e-01 7.896274820783929727e+01 8.468064380041203876e+00
1.340627351667982907e+02 1.122615649594030884e+01 5.618001091178979500e+00 1.642499242770380508e-01 9.999999955337999236e-01 7.889157612396138575e+01 8.218829988705802947e+00
1.339154912564724214e+02 1.118453804664953743e+01 5.599864638066431866e+00 1.682332745559608211e-01 9.999999907803880372e-01 7.884408653621593999e+01 8.030560026037974808e+00
1.337735716465398070e+02 1.114146995887381131e+01 5.583357956056747895e+00 1.721678514460824871e-01 9.999999815793457758e-01 7.881507946081688942e+01 7.886005398648336495e+00
1.336369040601413758e+02 1.109683960731404717e+01 5.568514972273352903e+00 1.760537965204333477e-01 9.999999641124730498e-01 7.878833124680049593e+01 7.755220947801862330e+00
1.335054579386922455e+02 1.105054105499409722e+01 5.555373170865948396e+00 1.798923238394917468e-01 9.999999321031837196e-01 7.876380720140626579e+01 7.636288711449756406e+00
1.333792444418818377e+02 1.100247505326075625e+01 5.543973593010509404e+00 1.836857199511839067e-01 9.999998757563314244e-01 7.874147968462044389e+01 7.526613330753468389e+00
1.332583164476738489e+02 1.095254904178375810e+01 5.534360836909288039e+00 1.874373438908841227e-01 9.999997676665202118e-01 7.880231286880658104e+01 7.409538840375590851e+00
1.331427685523061371e+02 1.090067714855577918e+01 5.526583057790810827e+00 1.911516271814146517e-01 9.999995783824711104e-01 7.886803617029026725e+01 7.275909409126380289e+00
1.330326965628022435e+02 1.084677441589053792e+01 5.520692281076457597e+00 1.948330351471213306e-01 9.999992642642666629e-01 7.893448145883320421e+01 7.119673909445496385e+00
1.329271124068287975e+02 1.079062438576441885e+01 5.516734337105136277e+00 1.984642487150099777e-01 9.999989074547344092e-01 7.898097061147943521e+01 7.035135077463642084e+00
1.328252149106197919e+02 1.073209761712784704e+01 5.514713148645395968e+00 2.020475202139634108e-01 9.999985126589018281e-01 7.902512800807510018e+01 6.974629611417376474e+00
1.327265925458723643e+02 1.067113590681269208e+01 5.514632779392438344e+00 2.055961236149401739e-01 9.999980417921293663e-01 7.907716049676429293e+01 6.892755483178906850e+00
1.326308517168927210e+02 1.060769106431617814e+01 5.516507740633844747e+00 2.091224449218524739e-01 9.999975056395637996e-01 7.913701487742844165e+01 6.786737074383407453e+00
1.325376167605961086e+02 1.054172491180087157e+01 5.520362991249574414e+00 2.126379821715663476e-01 9.999969223944181751e-01 7.920464598497798647e+01 6.654481418291235961e+00
1.324465299465069279e+02 1.047320928409469332e+01 5.526233937711964472e+00 2.161533454339014948e-01 9.999963151068036460e-01 7.928001619597733907e+01 6.494618079744737038e+00
1.323572514767585915e+02 1.040212602869090830e+01 5.534166434085732611e+00 2.196782568116313894e-01 9.999957079483091649e-01 7.936309492234209984e+01 6.306502519494467940e+00
1.322694594860936377e+02 1.032846700574813426e+01 5.544216782027973522e+00 2.232215504404832518e-01 9.999951222673618689e-01 7.945385805901359788e+01 6.090189092912003055e+00
1.321828500418636452e+02 1.025223408809033643e+01 5.556451730788161569e+00 2.267911724891380487e-01 9.999945733896914435e-01 7.955228735542425511e+01 5.846380571944398419e+00
1.320971371440293183e+02 1.017343916120682756e+01 5.570948477208148120e+00 2.303941811592304378e-01 9.999940687481233548e-01 7.965836968347502989e+01 5.576361273053953127e+00
1.320120527251603733e+02 1.009210412325226969e+01 5.587794665722164211e+00 2.340367466853489065e-01 9.999936074216082549e-01 7.977209617765413441e+01 5.281920819934687650e+00
1.319273466504356520e+02 1.000826088504667410e+01 5.607088388356819664e+00 2.377241513350355773e-01 9.999929801108781158e-01 7.993510568496678559e+01 4.886950245863777020e+00
1.318427867176430937e+02 9.921951370075401400e+00 5.628938184731103966e+00 2.414607894087864026e-01 9.999932957320205595e-01 8.006656112106760759e+01 4.616473043586519331e+00
1.317581586571796777e+02 9.833227514489157883e+00 5.653463042056381838e+00 2.452501672400509980e-01 9.999936985747428508e-01 8.020006006989520131e+01 4.354362828355903048e+00
1.316732661320514808e+02 9.742151267104004475e+00 5.680792395136399442e+00 2.490949031952328085e-01 9.999940528432085252e-01 8.033994213622290204e+01 4.090358105166737701e+00
1.315879307378736485e+02 9.648794589401344268e+00 5.711066126367280837e+00 2.529967276736889703e-01 9.999943385554787012e-01 8.048634129457525432e+01 3.829921096756654375e+00
1.315019920028703950e+02 9.553239455527933188e+00 5.744434565737528864e+00 2.569564831077303380e-01 9.999945423973241043e-01 8.063938244536589650e+01 3.578404558232045840e+00
1.314153073878750320e+02 9.455577852295874663e+00 5.781058490828024254e+00 2.609741239626214848e-01 9.999946545266331643e-01 8.079917924864443535e+01 3.340913036822019677e+00
1.313277522863299680e+02 9.355911779182621402e+00 5.821109126812026524e+00 2.650487167365808694e-01 9.999946656868701211e-01 8.096583174236531022e+01 3.122137143285947936e+00
1.312392200242866522e+02 9.254353248330975390e+00 5.864768146455175746e+00 2.691784399607805023e-01 9.999945646423489265e-01 8.113942374695761828e+01 2.926154780216214224e+00
